,time,open,high,low,close,volume,amount,settelementPrice,openInterest,preClose,suspendFlag
20250107110800,1736219280000,249.0,249.44,249.0,249.43,464,11561526.0,0.0,13,249.0,0
20250107110900,1736219340000,249.42,249.42,249.35,249.35,357,8902810.0,0.0,13,249.43,0
20250107111000,1736219400000,249.36,250.09,249.36,249.99,1505,37573279.0,0.0,13,249.35000000000002,0
20250107111100,1736219460000,250.00000000000003,250.01000000000002,249.76000000000002,249.8,464,11596522.0,0.0,13,249.99,0
20250107111200,1736219520000,249.77,250.0,249.77,250.0,553,13818751.000000002,0.0,13,249.8,0
20250107111300,1736219580000,249.99,250.03000000000003,249.98000000000002,250.00000000000003,511,12790113.0,0.0,13,250.00000000000003,0
20250107111400,1736219640000,250.03,250.03,249.89000000000001,249.89000000000001,558,13949882.0,0.0,13,250.00000000000003,0
20250107111500,1736219700000,249.87,249.87,249.5,249.63,499,12462926.000000002,0.0,13,249.89,0
20250107111600,1736219760000,249.56,249.93,249.55,249.79000000000002,749,18700809.0,0.0,13,249.63000000000002,0
20250107111700,1736219820000,249.79,250.01,249.78,249.87,601,15018615.999999998,0.0,13,249.79,0
20250107111800,1736219880000,249.85,250.03,249.85,249.97,994,24849446.0,0.0,13,249.87,0
20250107111900,1736219940000,249.95000000000002,250.55,249.84,250.33,3893,97512294.0,0.0,13,249.97,0
20250107112000,1736220000000,250.39000000000001,250.4,250.05,250.05,624,15603071.0,0.0,13,250.33,0
20250107112100,1736220060000,250.05,250.26000000000002,249.86,250.15,997,24936109.000000004,0.0,13,250.05,0
20250107112200,1736220120000,250.14000000000001,250.45000000000002,250.08,250.27,584,14611642.999999998,0.0,13,250.15,0
20250107112300,1736220180000,250.27,250.47,250.27,250.46,821,20551029.000000004,0.0,13,250.27,0
20250107112400,1736220240000,250.47,250.54999999999998,250.35,250.35,1206,30208898.000000004,0.0,13,250.46,0
20250107112500,1736220300000,250.35,250.57,250.15,250.19,814,20376322.0,0.0,13,250.35,0
20250107112600,1736220360000,250.16000000000003,250.16000000000003,249.89000000000001,249.95000000000002,537,13423701.0,0.0,13,250.19000000000003,0
20250107112700,1736220420000,249.9,249.95,249.72,249.74,466,11642868.000000002,0.0,13,249.95,0
20250107112800,1736220480000,249.72,249.92,249.6,249.81,1403,35026266.0,0.0,13,249.73999999999998,0
20250107112900,1736220540000,249.8,250.08,249.75,249.77,482,12048221.0,0.0,13,249.81,0
20250107113000,1736220600000,249.62,249.77,249.27,249.68,565,14100469.000000002,0.0,14,249.77,0
20250107130100,1736226060000,249.65,249.99,248.81,248.81,4135,103140973.0,0.0,13,249.68,0
20250107130200,1736226120000,248.77,249.03,248.65,248.70000000000002,1758,43745332.00000001,0.0,13,248.81,0
20250107130300,1736226180000,248.71,248.98000000000002,248.58,248.58,1460,36321164.0,0.0,13,248.70000000000002,0
20250107130400,1736226240000,248.61,249.0,248.56,248.58,1694,42124473.0,0.0,13,248.58,0
20250107130500,1736226300000,248.56,248.56,248.33,248.34,835,20758500.0,0.0,13,248.58,0
20250107130600,1736226360000,248.32000000000002,248.58,248.20000000000002,248.32000000000002,1891,46962884.0,0.0,13,248.34,0
20250107130700,1736226420000,248.22000000000003,248.32000000000002,248.01000000000002,248.01000000000002,925,22957184.0,0.0,13,248.32000000000002,0
20250107130800,1736226480000,248.01000000000002,248.19000000000003,247.83,248.04000000000002,1672,41459486.0,0.0,13,248.01000000000002,0
20250107130900,1736226540000,248.04,248.17,247.82,247.82,881,21847343.0,0.0,13,248.04,0
20250107131000,1736226600000,247.84,248.01000000000002,247.68,247.68,1932,47877238.0,0.0,13,247.82,0
20250107131100,1736226660000,247.74,247.74,247.28,247.28,1064,26338697.000000004,0.0,13,247.68,0
20250107131200,1736226720000,247.36,247.39000000000001,247.03,247.03,1393,34441996.0,0.0,13,247.28,0
20250107131300,1736226780000,247.00000000000003,247.01000000000002,246.70000000000002,246.92000000000002,2536,62614943.0,0.0,13,247.03000000000003,0
20250107131400,1736226840000,246.95000000000002,247.24,246.92000000000002,247.10000000000002,860,21240254.0,0.0,13,246.92000000000002,0
20250107131500,1736226900000,247.10000000000002,247.28,247.02,247.02,888,21945852.000000004,0.0,13,247.10000000000002,0
20250107131600,1736226960000,247.01000000000002,247.29000000000002,246.95000000000002,247.25000000000003,1541,38069602.0,0.0,13,247.02,0
20250107131700,1736227020000,247.28,247.28,247.08,247.08,1207,29837677.0,0.0,13,247.25,0
20250107131800,1736227080000,247.17000000000002,247.39000000000001,247.11,247.16000000000003,1390,34402263.0,0.0,13,247.08,0
20250107131900,1736227140000,247.05,247.16,247.03,247.12,855,21125320.000000004,0.0,13,247.16,0
20250107132000,1736227200000,247.10000000000002,247.34,247.02,247.34,1061,26220063.999999996,0.0,13,247.12,0
20250107132100,1736227260000,247.38000000000002,247.38000000000002,247.20000000000002,247.23000000000002,608,15036691.0,0.0,13,247.34,0
20250107132200,1736227320000,247.23,247.29999999999998,247.1,247.29999999999998,1639,40514243.0,0.0,13,247.23,0
20250107132300,1736227380000,247.3,247.64000000000001,247.26000000000002,247.48000000000002,998,24695037.0,0.0,13,247.3,0
20250107132400,1736227440000,247.49,247.66,247.49,247.51000000000002,772,19115630.0,0.0,13,247.48000000000002,0
20250107132500,1736227500000,247.52,247.9,247.52,247.86,1018,25206046.0,0.0,13,247.51000000000002,0
20250107132600,1736227560000,247.85000000000002,247.88000000000002,247.67000000000002,247.88000000000002,1207,29909125.0,0.0,13,247.86,0
20250107132700,1736227620000,248.0,248.38,248.0,248.38,711,17644417.000000004,0.0,13,247.88,0
20250107132800,1736227680000,248.36,248.36,247.84,247.84,617,15311401.999999998,0.0,13,248.38,0
20250107132900,1736227740000,247.86,247.86,247.67000000000002,247.67000000000002,1394,34529756.99999999,0.0,13,247.84,0
20250107133000,1736227800000,247.54999999999998,247.54999999999998,247.38,247.5,1654,40933019.0,0.0,13,247.67,0
20250107133100,1736227860000,247.51000000000002,248.00000000000003,247.48000000000002,247.69000000000003,1094,27084184.0,0.0,13,247.50000000000003,0
20250107133200,1736227920000,248.0,248.31,248.0,248.31,1062,26341868.000000004,0.0,13,247.69,0
20250107133300,1736227980000,248.29000000000002,248.39000000000001,248.17000000000002,248.17000000000002,1190,29548886.0,0.0,13,248.31,0
20250107133400,1736228040000,248.13,248.16,248.06,248.12,1095,27166980.0,0.0,13,248.17000000000002,0
20250107133500,1736228100000,248.09,248.18,248.09,248.17000000000002,1113,27616385.0,0.0,13,248.12,0
20250107133600,1736228160000,248.22000000000003,248.22000000000003,247.76000000000002,247.94000000000003,1303,32317084.000000004,0.0,13,248.17000000000002,0
20250107133700,1736228220000,247.94,247.94,247.75,247.82,709,17569925.0,0.0,13,247.94,0
20250107133800,1736228280000,247.81000000000003,248.02,247.70000000000002,248.00000000000003,1554,38520764.0,0.0,13,247.82000000000002,0
20250107133900,1736228340000,248.01,248.01,247.88,247.88,955,23682277.0,0.0,13,248.0,0
20250107134000,1736228400000,247.89,248.10999999999999,247.88,247.97,958,23738159.0,0.0,13,247.88,0
20250107134100,1736228460000,247.97000000000003,247.97000000000003,247.86,247.88000000000002,921,22832190.000000004,0.0,13,247.97000000000003,0
20250107134200,1736228520000,247.89000000000001,248.0,247.86,247.92000000000002,669,16585744.0,0.0,13,247.88000000000002,0
20250107134300,1736228580000,247.95000000000002,248.37,247.95000000000002,248.24,1016,25211196.0,0.0,13,247.92000000000002,0
20250107134400,1736228640000,248.22,248.22,247.85,247.85,766,18998938.0,0.0,13,248.23999999999998,0
20250107134500,1736228700000,247.85,247.85,247.68,247.68,770,19074115.0,0.0,13,247.85,0
20250107134600,1736228760000,247.67,248.0,247.6,247.87,1227,30388942.0,0.0,13,247.68,0
20250107134700,1736228820000,247.85999999999999,247.98999999999998,247.85,247.96,1040,25782656.0,0.0,13,247.87,0
20250107134800,1736228880000,247.95000000000002,247.95000000000002,247.8,247.81,877,21735560.0,0.0,13,247.96,0
20250107134900,1736228940000,247.79000000000002,247.95000000000002,247.64000000000001,247.78,976,24177503.0,0.0,13,247.81,0
20250107135000,1736229000000,247.88000000000002,247.88000000000002,247.76000000000002,247.76000000000002,710,17616327.0,0.0,13,247.78000000000003,0
20250107135100,1736229060000,247.77,247.77,247.64000000000001,247.65,920,22772006.0,0.0,13,247.76000000000002,0
20250107135200,1736229120000,247.8,247.8,247.75,247.8,1026,25432736.0,0.0,13,247.65,0
20250107135300,1736229180000,247.79,248.0,247.78,247.89000000000001,916,22703159.0,0.0,13,247.8,0
20250107135400,1736229240000,247.88,247.89000000000001,247.84,247.86,583,14450271.0,0.0,13,247.89000000000001,0
20250107135500,1736229300000,247.85,247.98,247.84,247.93,712,17648994.0,0.0,13,247.86,0
20250107135600,1736229360000,247.98000000000002,247.98000000000002,247.86,247.87,592,14676594.0,0.0,13,247.93,0
20250107135700,1736229420000,247.88000000000002,247.88000000000002,247.77,247.78,557,13803813.0,0.0,13,247.87,0
20250107135800,1736229480000,247.81,247.82,247.78,247.8,1003,24853618.0,0.0,13,247.78,0
20250107135900,1736229540000,247.8,247.8,247.69,247.7,847,20983968.0,0.0,13,247.8,0
20250107140000,1736229600000,247.69,247.69,247.53,247.57,1045,25873410.000000004,0.0,13,247.7,0
20250107140100,1736229660000,247.56,247.56,247.49,247.51000000000002,1383,34234039.0,0.0,13,247.57000000000002,0
20250107140200,1736229720000,247.51000000000002,247.55,247.43,247.47,1047,25912043.000000004,0.0,13,247.51000000000002,0
20250107140300,1736229780000,247.5,247.55,247.49,247.52,1010,24999320.0,0.0,13,247.47,0
20250107140400,1736229840000,247.52,247.55,247.47,247.48,1390,34404448.0,0.0,13,247.52,0
20250107140500,1736229900000,247.49,247.55,247.46,247.48000000000002,1134,28066867.0,0.0,13,247.48000000000002,0
20250107140600,1736229960000,247.46,247.5,247.43,247.48000000000002,1085,26839724.0,0.0,13,247.48000000000002,0
20250107140700,1736230020000,247.48,247.53,247.47,247.52,955,23636632.0,0.0,13,247.48,0
20250107140800,1736230080000,247.52,247.52,247.48000000000002,247.49,1194,29552029.0,0.0,13,247.52,0
20250107140900,1736230140000,247.49,247.49,247.41,247.41,749,18533478.0,0.0,13,247.49,0
20250107141000,1736230200000,247.4,247.41,247.37,247.38,884,21869324.0,0.0,13,247.41,0
20250107141100,1736230260000,247.38,247.71,247.38,247.69,1082,26777826.000000004,0.0,13,247.38,0
20250107141200,1736230320000,247.70999999999998,247.70999999999998,247.57,247.57,622,15404383.0,0.0,13,247.69,0
20250107141300,1736230380000,247.57,247.79999999999998,247.54,247.79,953,23621632.999999996,0.0,13,247.57,0
20250107141400,1736230440000,247.79000000000002,247.79000000000002,247.70000000000002,247.70000000000002,825,20439396.0,0.0,13,247.79000000000002,0
20250107141500,1736230500000,247.70000000000002,247.70000000000002,247.64000000000001,247.66000000000003,928,22964686.0,0.0,13,247.70000000000002,0
20250107141600,1736230560000,247.68,247.68,247.62,247.65,811,20083816.0,0.0,13,247.66,0
20250107141700,1736230620000,247.65,247.99,247.65,247.96,1196,29649908.0,0.0,13,247.65,0
20250107141800,1736230680000,247.96,248.00000000000003,247.95000000000002,247.98000000000002,865,21450419.0,0.0,13,247.96,0
20250107141900,1736230740000,247.99,248.3,247.97,248.21,1119,27772612.0,0.0,13,247.98,0
20250107142000,1736230800000,248.3,248.63000000000002,248.3,248.58,874,21718563.0,0.0,13,248.21,0
20250107142100,1736230860000,248.60999999999999,248.98999999999998,248.54,248.54,1325,32951305.0,0.0,13,248.57999999999998,0
20250107142200,1736230920000,248.54,248.61,248.4,248.4,964,23953222.000000004,0.0,13,248.54,0
20250107142300,1736230980000,248.4,248.4,248.1,248.15,904,22441854.000000004,0.0,13,248.4,0
20250107142400,1736231040000,248.1,248.2,248.1,248.2,1061,26324402.0,0.0,13,248.15,0
20250107142500,1736231100000,248.19,248.35999999999999,248.19,248.28,1122,27854279.0,0.0,13,248.2,0
20250107142600,1736231160000,248.25,248.67,248.25,248.67,1086,26982849.0,0.0,13,248.28,0
20250107142700,1736231220000,248.76000000000002,249.21,248.76000000000002,249.21,1173,29200509.0,0.0,13,248.67000000000002,0
20250107142800,1736231280000,249.51,249.9,249.5,249.87,1567,39117703.0,0.0,13,249.21,0
20250107142900,1736231340000,249.73000000000002,250.25000000000003,249.73000000000002,250.09000000000003,2326,58152378.0,0.0,13,249.87,0
20250107143000,1736231400000,250.11,250.31,250.06,250.31,1649,41258262.00000001,0.0,13,250.09,0
20250107143100,1736231460000,250.35,250.5,249.97,249.97,1666,41692542.0,0.0,13,250.31,0
20250107143200,1736231520000,249.86,249.86,249.34,249.51,950,23703266.0,0.0,13,249.97,0
20250107143300,1736231580000,249.5,250.0,249.5,249.97,1068,26657680.0,0.0,13,249.51,0
20250107143400,1736231640000,249.97,250.38,249.9,249.9,1687,42193386.00000001,0.0,13,249.97,0
20250107143500,1736231700000,250.0,250.02,249.8,249.94,1033,25810079.0,0.0,13,249.9,0
20250107143600,1736231760000,249.94,250.18,249.87,250.11,1048,26203545.000000004,0.0,13,249.94,0
20250107143700,1736231820000,250.04,250.05,249.78,249.9,961,24016605.0,0.0,13,250.11,0
20250107143800,1736231880000,249.86,250.13000000000002,249.8,250.0,991,24768115.0,0.0,13,249.9,0
20250107143900,1736231940000,249.97,250.2,249.97,250.01,1176,29409329.0,0.0,13,250.0,0
20250107144000,1736232000000,250.01,250.05,249.97,249.98,900,22499582.0,0.0,13,250.01,0
20250107144100,1736232060000,249.99,249.99,249.83,249.86,906,22639892.000000004,0.0,13,249.98000000000002,0
20250107144200,1736232120000,249.84,250.16,249.84,249.89000000000001,1241,31019887.000000004,0.0,13,249.86,0
20250107144300,1736232180000,249.88,249.89,249.41,249.41,1244,31065410.999999996,0.0,13,249.89,0
20250107144400,1736232240000,249.43,249.67000000000002,249.43,249.67000000000002,1108,27650757.0,0.0,13,249.41,0
20250107144500,1736232300000,249.66,249.82,249.57,249.79,1307,32624178.0,0.0,13,249.67,0
20250107144600,1736232360000,249.8,249.8,249.56,249.76,1512,37747965.00000001,0.0,13,249.79,0
20250107144700,1736232420000,249.62,249.93,249.62,249.93,897,22400847.000000004,0.0,13,249.76,0
20250107144800,1736232480000,249.94,249.97,249.72,249.72,1380,34481010.0,0.0,13,249.93,0
20250107144900,1736232540000,249.79999999999998,249.9,249.63,249.79,1962,49008735.0,0.0,13,249.72,0
20250107145000,1736232600000,249.79000000000002,249.86,249.58,249.58,988,24669208.000000004,0.0,13,249.79000000000002,0
20250107145100,1736232660000,249.56000000000003,249.58,249.26000000000002,249.27,1775,44272501.0,0.0,13,249.58,0
20250107145200,1736232720000,249.27,249.41000000000003,249.23000000000002,249.41000000000003,1246,31057954.0,0.0,13,249.27,0
20250107145300,1736232780000,249.38,249.79999999999998,249.38,249.63,966,24104550.0,0.0,13,249.41,0
20250107145400,1736232840000,249.65,249.7,249.5,249.52,1479,36898965.0,0.0,13,249.63,0
20250107145500,1736232900000,249.58,249.60000000000002,249.48000000000002,249.53000000000003,1936,48320547.99999999,0.0,13,249.52,0
20250107145600,1736232960000,249.54000000000002,249.54000000000002,249.3,249.44,1854,46259583.99999999,0.0,13,249.53,0
20250107145700,1736233020000,249.46,249.70000000000002,249.46,249.70000000000002,1761,43943058.0,0.0,13,249.44,0
20250107145800,1736233080000,249.6,249.6,249.6,249.6,8,199668.0,0.0,18,249.7,0
20250107145900,1736233140000,249.6,249.6,249.6,249.6,0,0.0,0.0,18,249.6,0
20250107150000,1736233200000,249.45000000000002,249.45000000000002,249.45000000000002,249.45000000000002,7364,183686498.0,0.0,15,249.60000000000002,0
20250108093000,1736299800000,245.99,245.99,245.99,245.99,3551,87348589.0,0.0,14,249.45000000000002,0
20250108093100,1736299860000,246.26000000000002,247.27,245.48000000000002,246.69000000000003,10568,260241423.0,0.0,13,245.99,0
20250108093200,1736299920000,246.53000000000003,246.53000000000003,245.92000000000002,246.29000000000002,3451,84944858.0,0.0,13,246.69000000000003,0
20250108093300,1736299980000,246.33,246.78,246.3,246.55,3170,78139485.0,0.0,13,246.29000000000002,0
20250108093400,1736300040000,246.56,246.70000000000002,246.08,246.20000000000002,2953,72739690.0,0.0,13,246.55,0
20250108093500,1736300100000,246.17000000000002,246.17000000000002,245.61,245.70000000000002,4195,103129980.0,0.0,13,246.20000000000002,0
20250108093600,1736300160000,245.65,245.8,245.62,245.8,1875,46058854.0,0.0,13,245.70000000000002,0
20250108093700,1736300220000,245.82,246.57,245.82,246.5,1521,37456305.0,0.0,13,245.79999999999998,0
20250108093800,1736300280000,246.58,247.56,246.58,247.54000000000002,1603,39585623.0,0.0,13,246.5,0
20250108093900,1736300340000,247.54,248.22,247.41,248.22,1700,42093990.0,0.0,13,247.54,0
20250108094000,1736300400000,248.26000000000002,248.31,247.71,247.71,1200,29757987.0,0.0,13,248.22,0
20250108094100,1736300460000,247.73999999999998,247.9,247.1,247.1,1657,41022306.0,0.0,13,247.71,0
20250108094200,1736300520000,247.07,247.23,246.88,246.89,1161,28683286.999999996,0.0,13,247.1,0
20250108094300,1736300580000,247.04,247.48,247.04,247.4,1291,31912217.0,0.0,13,246.89,0
20250108094400,1736300640000,247.71,247.71,247.49,247.56,928,22979224.0,0.0,13,247.4,0
20250108094500,1736300700000,247.51,247.67,247.35,247.38,1018,25207435.0,0.0,13,247.56,0
20250108094600,1736300760000,247.33,247.33,246.9,247.19,1021,25227607.0,0.0,13,247.38,0
20250108094700,1736300820000,247.19,247.2,246.94,246.94,528,13045798.000000002,0.0,13,247.19,0
20250108094800,1736300880000,246.95,246.95,246.53,246.7,1274,31430295.0,0.0,13,246.94,0
20250108094900,1736300940000,246.74,246.74,246.23000000000002,246.23000000000002,1177,29008777.0,0.0,13,246.70000000000002,0
20250108095000,1736301000000,246.22,246.23,245.81,246.13,2039,50144599.0,0.0,13,246.23,0
20250108095100,1736301060000,246.14000000000001,246.50000000000003,246.14000000000001,246.50000000000003,636,15664569.0,0.0,13,246.13000000000002,0
20250108095200,1736301120000,246.51000000000002,246.58,246.36,246.56,709,17485994.0,0.0,13,246.5,0
20250108095300,1736301180000,246.56,246.56,246.41,246.5,609,15011944.0,0.0,13,246.56,0
20250108095400,1736301240000,246.50000000000003,246.50000000000003,245.98000000000002,245.99,919,22613938.999999996,0.0,13,246.50000000000003,0
20250108095500,1736301300000,245.97,246.15,245.91,246.06,787,19365477.0,0.0,13,245.99,0
20250108095600,1736301360000,246.07999999999998,246.15,245.94,245.95,1289,31708785.0,0.0,13,246.06,0
20250108095700,1736301420000,245.93,245.93,245.8,245.91000000000003,1213,29828517.0,0.0,13,245.95000000000002,0
20250108095800,1736301480000,246.20000000000002,246.20000000000002,245.96,245.97,1096,26972176.000000004,0.0,13,245.91,0
20250108095900,1736301540000,245.98,246.01999999999998,245.85,245.85,697,17142157.0,0.0,13,245.97,0
20250108100000,1736301600000,245.85,245.99,245.81,245.81,733,18025931.0,0.0,13,245.85,0
20250108100100,1736301660000,245.8,245.83,245.59,245.75,1752,43033214.0,0.0,13,245.81,0
20250108100200,1736301720000,245.75,245.88,245.56,245.56,1032,25358050.0,0.0,13,245.75,0
20250108100300,1736301780000,245.56,245.76,245.53,245.76,1263,31030757.0,0.0,13,245.56,0
20250108100400,1736301840000,245.84,246.1,245.68,245.87,615,15099031.0,0.0,13,245.76000000000002,0
20250108100500,1736301900000,245.89000000000001,245.89000000000001,245.49,245.49,1817,44636160.00000001,0.0,13,245.87,0
20250108100600,1736301960000,245.48000000000002,245.55,245.46,245.46,711,17454950.0,0.0,13,245.49,0
20250108100700,1736302020000,245.47,246.1,245.44,246.1,869,21343824.0,0.0,13,245.46,0
20250108100800,1736302080000,246.05,246.4,246.0,246.4,597,14712005.0,0.0,13,246.1,0
20250108100900,1736302140000,246.51000000000002,246.79000000000002,246.24,246.62,825,20342199.0,0.0,13,246.4,0
20250108101000,1736302200000,246.7,246.7,246.28,246.28,734,18094924.0,0.0,13,246.62,0
20250108101100,1736302260000,246.3,246.3,245.89000000000001,245.91000000000003,683,16789268.0,0.0,13,246.28,0
20250108101200,1736302320000,245.95000000000002,246.3,245.95000000000002,246.04000000000002,643,15821719.999999998,0.0,13,245.91000000000003,0
20250108101300,1736302380000,246.03,246.3,246.0,246.3,760,18696027.000000004,0.0,13,246.04,0
20250108101400,1736302440000,246.41000000000003,246.8,246.3,246.52,797,19652978.0,0.0,13,246.3,0
20250108101500,1736302500000,246.61,247.0,246.3,247.0,864,21319446.0,0.0,13,246.52,0
20250108101600,1736302560000,247.00000000000003,247.12,246.64000000000001,246.99,854,21089519.0,0.0,13,247.00000000000003,0
20250108101700,1736302620000,246.98000000000002,247.24,246.83,246.84,661,16329046.0,0.0,13,246.99,0
20250108101800,1736302680000,246.84,247.47,246.84,247.43,2159,53375054.0,0.0,13,246.84,0
20250108101900,1736302740000,247.5,247.6,247.19,247.19,641,15851763.0,0.0,13,247.43,0
20250108102000,1736302800000,247.20000000000002,247.62,247.20000000000002,247.58,849,21005771.0,0.0,13,247.19000000000003,0
20250108102100,1736302860000,247.57,247.93,247.57,247.66,841,20848156.0,0.0,13,247.57999999999998,0
20250108102200,1736302920000,247.67000000000002,247.9,247.62,247.63,851,21080484.0,0.0,13,247.66,0
20250108102300,1736302980000,247.61,247.65,247.43,247.55,1233,30521869.0,0.0,13,247.63,0
20250108102400,1736303040000,247.5,247.54000000000002,246.99,246.99,605,14964322.0,0.0,13,247.55,0
20250108102500,1736303100000,246.98,246.98,246.54,246.54,595,14680865.0,0.0,13,246.98999999999998,0
20250108102600,1736303160000,246.54,246.7,246.41,246.52,957,23599313.0,0.0,13,246.54,0
20250108102700,1736303220000,246.52,246.60000000000002,246.3,246.43,1279,31517516.000000004,0.0,13,246.52,0
20250108102800,1736303280000,246.43,246.43,246.14000000000001,246.39000000000001,909,22386865.0,0.0,13,246.43,0
20250108102900,1736303340000,246.39000000000001,246.46,246.26000000000002,246.46,617,15200921.0,0.0,13,246.39000000000001,0
20250108103000,1736303400000,246.45000000000002,246.49,246.39000000000001,246.42000000000002,489,12051989.999999998,0.0,13,246.46,0
20250108103100,1736303460000,246.42,246.94,246.41,246.93,599,14766523.000000002,0.0,13,246.42,0
20250108103200,1736303520000,246.94000000000003,246.94000000000003,246.67000000000002,246.67000000000002,417,10293050.0,0.0,13,246.93,0
20250108103300,1736303580000,246.63000000000002,246.94000000000003,246.45000000000002,246.83,784,19335721.0,0.0,13,246.67000000000002,0
20250108103400,1736303640000,246.8,246.82000000000002,246.55,246.64000000000001,571,14084375.0,0.0,13,246.83,0
20250108103500,1736303700000,246.63,246.91,246.63,246.71,547,13496675.0,0.0,13,246.64,0
20250108103600,1736303760000,246.70000000000002,246.70000000000002,246.4,246.42000000000002,424,10453274.0,0.0,13,246.71,0
20250108103700,1736303820000,246.41,246.58,246.18,246.39000000000001,821,20230209.000000004,0.0,13,246.42000000000002,0
20250108103800,1736303880000,246.39000000000001,246.39000000000001,246.02,246.03,422,10397796.0,0.0,13,246.39000000000001,0
20250108103900,1736303940000,246.01,246.01,245.81,245.85,1559,38333866.0,0.0,13,246.03,0
20250108104000,1736304000000,245.83,245.83,245.52,245.62,1733,42595830.0,0.0,13,245.85000000000002,0
20250108104100,1736304060000,245.82000000000002,246.11,245.70000000000002,246.04000000000002,992,24376620.0,0.0,13,245.62,0
20250108104200,1736304120000,246.04000000000002,246.04000000000002,245.46,245.48000000000002,1040,25556027.0,0.0,13,246.04000000000002,0
20250108104300,1736304180000,245.47,245.67,245.47,245.67,1036,25438564.999999996,0.0,13,245.48,0
20250108104400,1736304240000,245.66,246.0,245.66,246.0,785,19302593.000000004,0.0,13,245.67,0
20250108104500,1736304300000,246.0,246.03,245.84,245.85,480,11804849.0,0.0,13,246.0,0
20250108104600,1736304360000,245.85000000000002,245.98000000000002,245.83,245.91000000000003,458,11261851.0,0.0,13,245.85000000000002,0
20250108104700,1736304420000,245.99,246.04,245.87,245.97,485,11930120.000000002,0.0,13,245.91,0
20250108104800,1736304480000,245.94,246.03,245.66,245.66,825,20283925.0,0.0,13,245.97,0
20250108104900,1736304540000,245.66,245.79999999999998,245.51,245.78,636,15611277.0,0.0,13,245.66,0
20250108105000,1736304600000,245.78,246.17,245.78,246.04,428,10529320.0,0.0,13,245.78,0
20250108105100,1736304660000,245.96,246.04000000000002,245.77,246.01000000000002,870,21395543.0,0.0,13,246.04000000000002,0
20250108105200,1736304720000,246.01,246.04,245.97,246.02,379,9323479.0,0.0,13,246.01,0
20250108105300,1736304780000,246.01000000000002,246.02,245.95000000000002,246.00000000000003,610,15005747.000000002,0.0,13,246.02,0
20250108105400,1736304840000,246.02,246.24,245.9,246.09,803,19759323.999999996,0.0,13,246.0,0
20250108105500,1736304900000,246.12000000000003,246.12000000000003,246.01000000000002,246.01000000000002,552,13598812.0,0.0,13,246.09000000000003,0
20250108105600,1736304960000,245.96,246.0,245.8,246.0,879,21598674.0,0.0,13,246.01000000000002,0
20250108105700,1736305020000,246.01,246.01,245.82,245.82,287,7075425.000000001,0.0,13,246.0,0
20250108105800,1736305080000,245.86,245.86,245.58,245.58,563,13837785.0,0.0,13,245.82000000000002,0
20250108105900,1736305140000,245.55,246.06,245.55,245.98000000000002,781,19201364.0,0.0,13,245.58,0
20250108110000,1736305200000,245.96,245.96,245.75,245.8,983,24167558.000000004,0.0,13,245.98,0
20250108110100,1736305260000,245.88000000000002,246.00000000000003,245.64000000000001,245.98000000000002,997,24513093.000000004,0.0,13,245.8,0
20250108110200,1736305320000,245.97,245.97,245.51,245.51,710,17440976.0,0.0,13,245.98,0
20250108110300,1736305380000,245.53,245.75,245.52,245.53,934,22939990.0,0.0,13,245.51000000000002,0
20250108110400,1736305440000,245.53,245.56,245.52,245.53,506,12424409.000000002,0.0,13,245.53,0
20250108110500,1736305500000,245.51000000000002,245.51000000000002,245.20000000000002,245.37,1965,48197519.00000001,0.0,13,245.53000000000003,0
20250108110600,1736305560000,245.36,245.36,245.20000000000002,245.22000000000003,706,17313863.0,0.0,13,245.37,0
20250108110700,1736305620000,245.23,245.23,244.69,244.76,2845,69689933.0,0.0,13,245.22,0
20250108110800,1736305680000,244.73000000000002,245.05,244.73000000000002,244.92000000000002,762,18662267.0,0.0,13,244.76000000000002,0
20250108110900,1736305740000,244.92000000000002,245.0,244.9,244.9,539,13203862.0,0.0,13,244.92000000000002,0
20250108111000,1736305800000,244.91,244.91,244.6,244.85999999999999,702,17188052.0,0.0,13,244.9,0
20250108111100,1736305860000,244.85999999999999,244.92,244.76,244.89999999999998,701,17165008.0,0.0,13,244.85999999999999,0
20250108111200,1736305920000,244.9,244.99,244.67000000000002,244.67000000000002,337,8251171.0,0.0,13,244.9,0
20250108111300,1736305980000,244.65,244.65,244.5,244.53,837,20486891.000000004,0.0,13,244.67,0
20250108111400,1736306040000,244.53,244.60000000000002,244.36,244.46,1284,31390417.0,0.0,13,244.53,0
20250108111500,1736306100000,244.46,244.6,244.46,244.49,585,14305456.000000002,0.0,13,244.46,0
20250108111600,1736306160000,244.46,244.46,244.13,244.14,853,20838688.999999996,0.0,13,244.49,0
20250108111700,1736306220000,244.15,244.46,244.15,244.43,1045,25524744.0,0.0,13,244.14000000000001,0
20250108111800,1736306280000,244.45000000000002,244.82,244.4,244.79,621,15173884.0,0.0,13,244.43,0
20250108111900,1736306340000,244.79,245.13,244.79,245.06,815,19965925.0,0.0,13,244.79,0
20250108112000,1736306400000,245.01,245.01,244.6,244.79,710,17378525.0,0.0,13,245.06,0
20250108112100,1736306460000,244.75,244.8,244.58,244.76000000000002,531,12988190.0,0.0,13,244.79000000000002,0
20250108112200,1736306520000,244.76,244.8,244.75,244.76,412,10084905.000000002,0.0,13,244.76,0
20250108112300,1736306580000,244.73999999999998,244.76999999999998,244.57,244.57,594,14536100.000000002,0.0,13,244.76,0
